2025-08-05 15:14:42,733 - INFO - 🔍 Scanning directory: C:\Downloads\Project_Alpha\data

2025-08-05 15:14:42,738 - INFO - 📄 Processing file: begin_inventory.csv
2025-08-05 15:14:42,740 - INFO - 📥 Starting ingestion: C:\Downloads\Project_Alpha\data\begin_inventory.csv
2025-08-05 15:14:53,479 - INFO - ✅ Chunk 12 into 'purchases' → Rows: 10000, Mem: 144.64 MB
2025-08-05 15:14:53,664 - INFO - ✅ Chunk 13 into 'purchases' → Rows: 10000, Mem: 144.44 MB
2025-08-05 15:14:53,925 - INFO - ✅ Chunk 14 into 'purchases' → Rows: 10000, Mem: 144.59 MB
2025-08-05 15:14:54,137 - INFO - ✅ Chunk 15 into 'purchases' → Rows: 10000, Mem: 145.2 MB
2025-08-05 15:14:54,414 - INFO - ✅ Chunk 16 into 'purchases' → Rows: 10000, Mem: 145.82 MB
2025-08-05 15:14:54,579 - INFO - ✅ Chunk 17 into 'purchases' → Rows: 10000, Mem: 145.84 MB
2025-08-05 15:14:54,762 - INFO - ✅ Chunk 18 into 'purchases' → Rows: 10000, Mem: 139.23 MB
2025-08-05 15:14:54,970 - INFO - ✅ Chunk 19 into 'purchases' → Rows: 10000, Mem: 144.69 MB
2025-08-05 15:14:55,169 - INFO - ✅ Chunk 20 into 'purchases' → Rows: 10000, Mem: 145.12 MB
2025-08-05 15:14:55,346 - INFO - ✅ Chunk 21 into 'purchases' → Rows: 10000, Mem: 145.2 MB
2025-08-05 15:14:55,524 - INFO - ✅ Chunk 22 into 'purchases' → Rows: 10000, Mem: 145.23 MB
2025-08-05 15:14:55,795 - INFO - ✅ Chunk 23 into 'purchases' → Rows: 10000, Mem: 145.25 MB
2025-08-05 15:14:55,985 - INFO - ✅ Chunk 24 into 'purchases' → Rows: 10000, Mem: 145.25 MB
2025-08-05 15:14:56,307 - INFO - ✅ Chunk 25 into 'purchases' → Rows: 10000, Mem: 144.54 MB
2025-08-05 15:14:56,503 - INFO - ✅ Chunk 26 into 'purchases' → Rows: 10000, Mem: 144.8 MB
2025-08-05 15:14:56,685 - INFO - ✅ Chunk 27 into 'purchases' → Rows: 10000, Mem: 145.61 MB
2025-08-05 15:14:56,867 - INFO - ✅ Chunk 28 into 'purchases' → Rows: 10000, Mem: 144.65 MB
2025-08-05 15:14:57,045 - INFO - ✅ Chunk 29 into 'purchases' → Rows: 10000, Mem: 145.27 MB
2025-08-05 15:14:57,233 - INFO - ✅ Chunk 30 into 'purchases' → Rows: 10000, Mem: 145.88 MB
2025-08-05 15:14:57,427 - INFO - ✅ Chunk 31 into 'purchases' → Rows: 10000, Mem: 139.21 MB
2025-08-05 15:14:57,625 - INFO - ✅ Chunk 32 into 'purchases' → Rows: 10000, Mem: 145.34 MB
2025-08-05 15:14:57,817 - INFO - ✅ Chunk 33 into 'purchases' → Rows: 10000, Mem: 144.6 MB
2025-08-05 15:14:57,998 - INFO - ✅ Chunk 34 into 'purchases' → Rows: 10000, Mem: 139.23 MB
2025-08-05 15:14:58,286 - INFO - ✅ Chunk 35 into 'purchases' → Rows: 10000, Mem: 144.52 MB
2025-08-05 15:14:58,470 - INFO - ✅ Chunk 36 into 'purchases' → Rows: 10000, Mem: 144.98 MB
2025-08-05 15:14:58,672 - INFO - ✅ Chunk 37 into 'purchases' → Rows: 10000, Mem: 145.9 MB
2025-08-05 15:14:58,867 - INFO - ✅ Chunk 38 into 'purchases' → Rows: 10000, Mem: 145.9 MB
2025-08-05 15:14:59,060 - INFO - ✅ Chunk 39 into 'purchases' → Rows: 10000, Mem: 144.75 MB
2025-08-05 15:14:59,253 - INFO - ✅ Chunk 40 into 'purchases' → Rows: 10000, Mem: 142.98 MB
2025-08-05 15:14:59,432 - INFO - ✅ Chunk 41 into 'purchases' → Rows: 10000, Mem: 145.73 MB
2025-08-05 15:14:59,622 - INFO - ✅ Chunk 42 into 'purchases' → Rows: 10000, Mem: 139.36 MB
2025-08-05 15:14:59,804 - INFO - ✅ Chunk 43 into 'purchases' → Rows: 10000, Mem: 144.92 MB
2025-08-05 15:15:00,144 - INFO - ✅ Chunk 44 into 'purchases' → Rows: 10000, Mem: 145.08 MB
2025-08-05 15:15:00,317 - INFO - ✅ Chunk 45 into 'purchases' → Rows: 10000, Mem: 145.99 MB
2025-08-05 15:15:00,512 - INFO - ✅ Chunk 46 into 'purchases' → Rows: 10000, Mem: 146.01 MB
2025-08-05 15:15:00,726 - INFO - ✅ Chunk 47 into 'purchases' → Rows: 10000, Mem: 146.04 MB
2025-08-05 15:15:00,932 - INFO - ✅ Chunk 48 into 'purchases' → Rows: 10000, Mem: 146.65 MB
2025-08-05 15:15:01,120 - INFO - ✅ Chunk 49 into 'purchases' → Rows: 10000, Mem: 145.38 MB
2025-08-05 15:15:01,317 - INFO - ✅ Chunk 50 into 'purchases' → Rows: 10000, Mem: 139.36 MB
2025-08-05 15:15:01,511 - INFO - ✅ Chunk 51 into 'purchases' → Rows: 10000, Mem: 144.88 MB
2025-08-05 15:15:01,704 - INFO - ✅ Chunk 52 into 'purchases' → Rows: 10000, Mem: 144.52 MB
2025-08-05 15:15:01,899 - INFO - ✅ Chunk 53 into 'purchases' → Rows: 10000, Mem: 143.84 MB
2025-08-05 15:15:02,198 - INFO - ✅ Chunk 54 into 'purchases' → Rows: 10000, Mem: 145.0 MB
2025-08-05 15:15:02,411 - INFO - ✅ Chunk 55 into 'purchases' → Rows: 10000, Mem: 145.62 MB
2025-08-05 15:15:02,600 - INFO - ✅ Chunk 56 into 'purchases' → Rows: 10000, Mem: 145.95 MB
2025-08-05 15:15:02,798 - INFO - ✅ Chunk 57 into 'purchases' → Rows: 10000, Mem: 144.91 MB
2025-08-05 15:15:03,003 - INFO - ✅ Chunk 58 into 'purchases' → Rows: 10000, Mem: 139.38 MB
2025-08-05 15:15:03,196 - INFO - ✅ Chunk 59 into 'purchases' → Rows: 10000, Mem: 145.58 MB
2025-08-05 15:15:03,386 - INFO - ✅ Chunk 60 into 'purchases' → Rows: 10000, Mem: 144.78 MB
2025-08-05 15:15:03,577 - INFO - ✅ Chunk 61 into 'purchases' → Rows: 10000, Mem: 145.41 MB
2025-08-05 15:15:03,777 - INFO - ✅ Chunk 62 into 'purchases' → Rows: 10000, Mem: 146.05 MB
2025-08-05 15:15:04,065 - INFO - ✅ Chunk 63 into 'purchases' → Rows: 10000, Mem: 144.82 MB
2025-08-05 15:15:04,255 - INFO - ✅ Chunk 64 into 'purchases' → Rows: 10000, Mem: 145.44 MB
2025-08-05 15:15:04,452 - INFO - ✅ Chunk 65 into 'purchases' → Rows: 10000, Mem: 145.07 MB
2025-08-05 15:15:04,646 - INFO - ✅ Chunk 66 into 'purchases' → Rows: 10000, Mem: 139.43 MB
2025-08-05 15:15:04,855 - INFO - ✅ Chunk 67 into 'purchases' → Rows: 10000, Mem: 143.76 MB
2025-08-05 15:15:05,074 - INFO - ✅ Chunk 68 into 'purchases' → Rows: 10000, Mem: 145.71 MB
2025-08-05 15:15:05,260 - INFO - ✅ Chunk 69 into 'purchases' → Rows: 10000, Mem: 145.94 MB
2025-08-05 15:15:05,467 - INFO - ✅ Chunk 70 into 'purchases' → Rows: 10000, Mem: 145.96 MB
2025-08-05 15:15:05,672 - INFO - ✅ Chunk 71 into 'purchases' → Rows: 10000, Mem: 139.52 MB
2025-08-05 15:15:05,876 - INFO - ✅ Chunk 72 into 'purchases' → Rows: 10000, Mem: 143.91 MB
2025-08-05 15:15:06,071 - INFO - ✅ Chunk 73 into 'purchases' → Rows: 10000, Mem: 145.34 MB
2025-08-05 15:15:06,439 - INFO - ✅ Chunk 74 into 'purchases' → Rows: 10000, Mem: 144.39 MB
2025-08-05 15:15:06,641 - INFO - ✅ Chunk 75 into 'purchases' → Rows: 10000, Mem: 145.62 MB
2025-08-05 15:15:06,850 - INFO - ✅ Chunk 76 into 'purchases' → Rows: 10000, Mem: 144.64 MB
2025-08-05 15:15:07,038 - INFO - ✅ Chunk 77 into 'purchases' → Rows: 10000, Mem: 145.26 MB
2025-08-05 15:15:07,325 - INFO - ✅ Chunk 78 into 'purchases' → Rows: 10000, Mem: 144.81 MB
2025-08-05 15:15:07,557 - INFO - ✅ Chunk 79 into 'purchases' → Rows: 10000, Mem: 145.74 MB
2025-08-05 15:15:07,751 - INFO - ✅ Chunk 80 into 'purchases' → Rows: 10000, Mem: 144.67 MB
2025-08-05 15:15:07,934 - INFO - ✅ Chunk 81 into 'purchases' → Rows: 10000, Mem: 145.3 MB
2025-08-05 15:15:08,124 - INFO - ✅ Chunk 82 into 'purchases' → Rows: 10000, Mem: 145.3 MB
2025-08-05 15:15:08,305 - INFO - ✅ Chunk 83 into 'purchases' → Rows: 10000, Mem: 145.29 MB
2025-08-05 15:15:08,597 - INFO - ✅ Chunk 84 into 'purchases' → Rows: 10000, Mem: 139.48 MB
2025-08-05 15:15:08,798 - INFO - ✅ Chunk 85 into 'purchases' → Rows: 10000, Mem: 142.51 MB
2025-08-05 15:15:08,991 - INFO - ✅ Chunk 86 into 'purchases' → Rows: 10000, Mem: 145.1 MB
2025-08-05 15:15:09,174 - INFO - ✅ Chunk 87 into 'purchases' → Rows: 10000, Mem: 145.2 MB
2025-08-05 15:15:09,379 - INFO - ✅ Chunk 88 into 'purchases' → Rows: 10000, Mem: 145.28 MB
2025-08-05 15:15:09,563 - INFO - ✅ Chunk 89 into 'purchases' → Rows: 10000, Mem: 145.94 MB
2025-08-05 15:15:09,747 - INFO - ✅ Chunk 90 into 'purchases' → Rows: 10000, Mem: 145.96 MB
2025-08-05 15:15:09,960 - INFO - ✅ Chunk 91 into 'purchases' → Rows: 10000, Mem: 144.8 MB
2025-08-05 15:15:10,153 - INFO - ✅ Chunk 92 into 'purchases' → Rows: 10000, Mem: 139.64 MB
2025-08-05 15:15:10,482 - INFO - ✅ Chunk 93 into 'purchases' → Rows: 10000, Mem: 145.51 MB
2025-08-05 15:15:10,693 - INFO - ✅ Chunk 94 into 'purchases' → Rows: 10000, Mem: 144.48 MB
2025-08-05 15:15:10,896 - INFO - ✅ Chunk 95 into 'purchases' → Rows: 10000, Mem: 145.4 MB
2025-08-05 15:15:11,089 - INFO - ✅ Chunk 96 into 'purchases' → Rows: 10000, Mem: 145.43 MB
2025-08-05 15:15:11,276 - INFO - ✅ Chunk 97 into 'purchases' → Rows: 10000, Mem: 145.45 MB
2025-08-05 15:15:11,471 - INFO - ✅ Chunk 98 into 'purchases' → Rows: 10000, Mem: 145.45 MB
2025-08-05 15:15:11,662 - INFO - ✅ Chunk 99 into 'purchases' → Rows: 10000, Mem: 146.07 MB
2025-08-05 15:15:11,861 - INFO - ✅ Chunk 100 into 'purchases' → Rows: 10000, Mem: 139.58 MB
2025-08-05 15:15:12,052 - INFO - ✅ Chunk 101 into 'purchases' → Rows: 10000, Mem: 144.93 MB
2025-08-05 15:15:12,222 - INFO - ✅ Chunk 102 into 'purchases' → Rows: 10000, Mem: 145.17 MB
2025-08-05 15:15:12,496 - INFO - ✅ Chunk 103 into 'purchases' → Rows: 10000, Mem: 145.82 MB
2025-08-05 15:15:12,664 - INFO - ✅ Chunk 104 into 'purchases' → Rows: 10000, Mem: 145.82 MB
2025-08-05 15:15:12,841 - INFO - ✅ Chunk 105 into 'purchases' → Rows: 10000, Mem: 145.86 MB
2025-08-05 15:15:13,011 - INFO - ✅ Chunk 106 into 'purchases' → Rows: 10000, Mem: 145.86 MB
2025-08-05 15:15:13,183 - INFO - ✅ Chunk 107 into 'purchases' → Rows: 10000, Mem: 145.93 MB
2025-08-05 15:15:13,356 - INFO - ✅ Chunk 108 into 'purchases' → Rows: 10000, Mem: 139.69 MB
2025-08-05 15:15:13,545 - INFO - ✅ Chunk 109 into 'purchases' → Rows: 10000, Mem: 145.59 MB
2025-08-05 15:15:13,727 - INFO - ✅ Chunk 110 into 'purchases' → Rows: 10000, Mem: 144.74 MB
2025-08-05 15:15:13,892 - INFO - ✅ Chunk 111 into 'purchases' → Rows: 10000, Mem: 146.0 MB
2025-08-05 15:15:14,179 - INFO - ✅ Chunk 112 into 'purchases' → Rows: 10000, Mem: 144.87 MB
2025-08-05 15:15:14,374 - INFO - ✅ Chunk 113 into 'purchases' → Rows: 10000, Mem: 145.49 MB
2025-08-05 15:15:14,566 - INFO - ✅ Chunk 114 into 'purchases' → Rows: 10000, Mem: 145.52 MB
2025-08-05 15:15:14,745 - INFO - ✅ Chunk 115 into 'purchases' → Rows: 10000, Mem: 146.25 MB
2025-08-05 15:15:14,911 - INFO - ✅ Chunk 116 into 'purchases' → Rows: 10000, Mem: 139.88 MB
2025-08-05 15:15:15,078 - INFO - ✅ Chunk 117 into 'purchases' → Rows: 10000, Mem: 145.54 MB
2025-08-05 15:15:15,242 - INFO - ✅ Chunk 118 into 'purchases' → Rows: 10000, Mem: 145.66 MB
2025-08-05 15:15:15,427 - INFO - ✅ Chunk 119 into 'purchases' → Rows: 10000, Mem: 145.72 MB
2025-08-05 15:15:15,613 - INFO - ✅ Chunk 120 into 'purchases' → Rows: 10000, Mem: 145.74 MB
2025-08-05 15:15:15,779 - INFO - ✅ Chunk 121 into 'purchases' → Rows: 10000, Mem: 139.8 MB
2025-08-05 15:15:16,055 - INFO - ✅ Chunk 122 into 'purchases' → Rows: 10000, Mem: 145.41 MB
2025-08-05 15:15:16,221 - INFO - ✅ Chunk 123 into 'purchases' → Rows: 10000, Mem: 145.61 MB
2025-08-05 15:15:16,415 - INFO - ✅ Chunk 124 into 'purchases' → Rows: 10000, Mem: 146.32 MB
2025-08-05 15:15:16,594 - INFO - ✅ Chunk 125 into 'purchases' → Rows: 10000, Mem: 146.32 MB
2025-08-05 15:15:16,761 - INFO - ✅ Chunk 126 into 'purchases' → Rows: 10000, Mem: 146.33 MB
2025-08-05 15:15:16,934 - INFO - ✅ Chunk 127 into 'purchases' → Rows: 10000, Mem: 146.37 MB
2025-08-05 15:15:17,389 - INFO - ✅ Chunk 128 into 'purchases' → Rows: 10000, Mem: 145.86 MB
2025-08-05 15:15:17,616 - INFO - ✅ Chunk 129 into 'purchases' → Rows: 10000, Mem: 146.26 MB
2025-08-05 15:15:17,803 - INFO - ✅ Chunk 130 into 'purchases' → Rows: 10000, Mem: 146.3 MB
2025-08-05 15:15:18,095 - INFO - ✅ Chunk 131 into 'purchases' → Rows: 10000, Mem: 146.37 MB
2025-08-05 15:15:18,263 - INFO - ✅ Chunk 132 into 'purchases' → Rows: 10000, Mem: 146.43 MB
2025-08-05 15:15:18,423 - INFO - ✅ Chunk 133 into 'purchases' → Rows: 10000, Mem: 146.45 MB
2025-08-05 15:15:18,595 - INFO - ✅ Chunk 134 into 'purchases' → Rows: 10000, Mem: 139.96 MB
2025-08-05 15:15:18,763 - INFO - ✅ Chunk 135 into 'purchases' → Rows: 10000, Mem: 145.63 MB
2025-08-05 15:15:18,936 - INFO - ✅ Chunk 136 into 'purchases' → Rows: 10000, Mem: 146.08 MB
2025-08-05 15:15:19,099 - INFO - ✅ Chunk 137 into 'purchases' → Rows: 10000, Mem: 146.18 MB
2025-08-05 15:15:19,267 - INFO - ✅ Chunk 138 into 'purchases' → Rows: 10000, Mem: 146.38 MB
2025-08-05 15:15:19,427 - INFO - ✅ Chunk 139 into 'purchases' → Rows: 10000, Mem: 139.89 MB
2025-08-05 15:15:19,620 - INFO - ✅ Chunk 140 into 'purchases' → Rows: 10000, Mem: 145.24 MB
2025-08-05 15:15:19,813 - INFO - ✅ Chunk 141 into 'purchases' → Rows: 10000, Mem: 146.74 MB
2025-08-05 15:15:20,087 - INFO - ✅ Chunk 142 into 'purchases' → Rows: 10000, Mem: 146.76 MB
2025-08-05 15:15:20,261 - INFO - ✅ Chunk 143 into 'purchases' → Rows: 10000, Mem: 146.78 MB
2025-08-05 15:15:20,426 - INFO - ✅ Chunk 144 into 'purchases' → Rows: 10000, Mem: 139.96 MB
2025-08-05 15:15:20,598 - INFO - ✅ Chunk 145 into 'purchases' → Rows: 10000, Mem: 145.43 MB
2025-08-05 15:15:20,764 - INFO - ✅ Chunk 146 into 'purchases' → Rows: 10000, Mem: 145.49 MB
2025-08-05 15:15:20,926 - INFO - ✅ Chunk 147 into 'purchases' → Rows: 10000, Mem: 145.62 MB
2025-08-05 15:15:21,085 - INFO - ✅ Chunk 148 into 'purchases' → Rows: 10000, Mem: 145.63 MB
2025-08-05 15:15:21,257 - INFO - ✅ Chunk 149 into 'purchases' → Rows: 10000, Mem: 140.04 MB
2025-08-05 15:15:21,424 - INFO - ✅ Chunk 150 into 'purchases' → Rows: 10000, Mem: 145.82 MB
2025-08-05 15:15:21,593 - INFO - ✅ Chunk 151 into 'purchases' → Rows: 10000, Mem: 145.17 MB
2025-08-05 15:15:21,875 - INFO - ✅ Chunk 152 into 'purchases' → Rows: 10000, Mem: 145.84 MB
2025-08-05 15:15:22,045 - INFO - ✅ Chunk 153 into 'purchases' → Rows: 10000, Mem: 145.94 MB
2025-08-05 15:15:22,211 - INFO - ✅ Chunk 154 into 'purchases' → Rows: 10000, Mem: 140.06 MB
2025-08-05 15:15:22,380 - INFO - ✅ Chunk 155 into 'purchases' → Rows: 10000, Mem: 145.66 MB
2025-08-05 15:15:22,549 - INFO - ✅ Chunk 156 into 'purchases' → Rows: 10000, Mem: 145.91 MB
2025-08-05 15:15:22,729 - INFO - ✅ Chunk 157 into 'purchases' → Rows: 10000, Mem: 146.55 MB
2025-08-05 15:15:22,902 - INFO - ✅ Chunk 158 into 'purchases' → Rows: 10000, Mem: 146.57 MB
2025-08-05 15:15:23,075 - INFO - ✅ Chunk 159 into 'purchases' → Rows: 10000, Mem: 146.57 MB
2025-08-05 15:15:23,254 - INFO - ✅ Chunk 160 into 'purchases' → Rows: 10000, Mem: 143.39 MB
2025-08-05 15:15:23,536 - INFO - ✅ Chunk 161 into 'purchases' → Rows: 10000, Mem: 145.64 MB
2025-08-05 15:15:23,719 - INFO - ✅ Chunk 162 into 'purchases' → Rows: 10000, Mem: 145.94 MB
2025-08-05 15:15:23,885 - INFO - ✅ Chunk 163 into 'purchases' → Rows: 10000, Mem: 145.05 MB
2025-08-05 15:15:24,051 - INFO - ✅ Chunk 164 into 'purchases' → Rows: 10000, Mem: 145.68 MB
2025-08-05 15:15:24,235 - INFO - ✅ Chunk 165 into 'purchases' → Rows: 10000, Mem: 143.71 MB
2025-08-05 15:15:24,409 - INFO - ✅ Chunk 166 into 'purchases' → Rows: 10000, Mem: 145.98 MB
2025-08-05 15:15:24,578 - INFO - ✅ Chunk 167 into 'purchases' → Rows: 10000, Mem: 146.18 MB
2025-08-05 15:15:24,753 - INFO - ✅ Chunk 168 into 'purchases' → Rows: 10000, Mem: 146.33 MB
2025-08-05 15:15:24,936 - INFO - ✅ Chunk 169 into 'purchases' → Rows: 10000, Mem: 146.33 MB
2025-08-05 15:15:25,098 - INFO - ✅ Chunk 170 into 'purchases' → Rows: 10000, Mem: 146.39 MB
2025-08-05 15:15:25,393 - INFO - ✅ Chunk 171 into 'purchases' → Rows: 10000, Mem: 146.4 MB
2025-08-05 15:15:25,556 - INFO - ✅ Chunk 172 into 'purchases' → Rows: 10000, Mem: 146.4 MB
2025-08-05 15:15:25,735 - INFO - ✅ Chunk 173 into 'purchases' → Rows: 10000, Mem: 146.41 MB
2025-08-05 15:15:25,908 - INFO - ✅ Chunk 174 into 'purchases' → Rows: 10000, Mem: 146.4 MB
2025-08-05 15:15:26,079 - INFO - ✅ Chunk 175 into 'purchases' → Rows: 10000, Mem: 146.05 MB
2025-08-05 15:15:26,244 - INFO - ✅ Chunk 176 into 'purchases' → Rows: 10000, Mem: 146.67 MB
2025-08-05 15:15:26,413 - INFO - ✅ Chunk 177 into 'purchases' → Rows: 10000, Mem: 146.67 MB
2025-08-05 15:15:26,578 - INFO - ✅ Chunk 178 into 'purchases' → Rows: 10000, Mem: 146.67 MB
2025-08-05 15:15:26,760 - INFO - ✅ Chunk 179 into 'purchases' → Rows: 10000, Mem: 146.68 MB
2025-08-05 15:15:27,064 - INFO - ✅ Chunk 180 into 'purchases' → Rows: 10000, Mem: 146.67 MB
2025-08-05 15:15:27,240 - INFO - ✅ Chunk 181 into 'purchases' → Rows: 10000, Mem: 146.66 MB
